Pole Number,Number of Locations,Location 1,Location 2,Location 3,Action Needed
LAW.P.D790,3,48 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,39 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,50 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D792,4,43 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,45 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D794,3,51 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,60 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D795,4,57 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,66 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,64 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D797,2,12 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,44 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D798,3,8 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D799,3,45 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D801,3,49 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,51 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,47 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D802,2,55 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D804,2,58 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,60 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D805,4,66 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,65 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,64 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D806,2,73 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D807,3,74 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,68 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,72 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D808,4,73 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,69 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D809,2,75 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,73 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D810,2,75 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,86 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D811,2,85 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,77 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D812,3,85 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,81 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D814,3,11 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6462 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D815,2,11 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379567438747106, 27.806262299177487]",,Verify correct location
LAW.P.D816,2,9 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,36 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D817,3,7 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,34 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D819,4,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37946006027636, 27.8059559293298]",32 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,30 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D822,3,19 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D823,2,18 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D824,2,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378752890106714, 27.806028343258568]",10 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D825,5,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.3787835743124, 27.805827562696116]",10 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D826,2,8 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D827,3,6 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,5 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D828,3,6 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 REBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D829,3,14 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D831,4,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379922883204728, 27.807165792000085]",24 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6675 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D832,3,28 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D833,2,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37994310937914, 27.807027077154437]",22 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D834,3,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.379968068254627, 27.80689700546786]",20 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D835,3,45 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,47 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D837,3,52 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380292237582267, 27.80703520108776]",50 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D839,3,56 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,55 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,57 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D841,4,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.380620990301445, 27.807102322407783]",58 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,62 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D842,2,66 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,59 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D843,3,6717 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,61 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,67 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D844,3,72 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6720 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,68 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D845,3,69 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,74 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,76 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D846,2,6696 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"MOKOENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.381287316229628, 27.80743531876016]",,Verify correct location
LAW.P.D847,2,82 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"MOKOENA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.38131404760399, 27.807237966365292]",,Verify correct location
LAW.P.D848,3,86 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,84 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D851,2,21 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D852,4,27 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,25 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,29 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D853,2,21 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D854,4,11 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,13 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D855,2,24 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,22 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D856,2,19 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6505 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D857,2,34 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,19 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D858,3,17 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,15 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37947031740772, 27.80686987521565]",Verify correct location
LAW.P.D859,2,30 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D860,4,22 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D862,2,23 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D863,2,15 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D865,2,13 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 THUTO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D870,4,20 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.37828705438753, 27.806765325330822]",Verify correct location
LAW.P.D871,3,"LOUIS STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB [-26.378311564132364, 27.806604308609383]",18 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D873,2,27 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,25 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D874,3,6548 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,29 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,35 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D875,4,6545 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,33 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,33 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D876,2,29 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6545 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D877,3,32 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,30 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,34 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D879,2,20 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,19 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D880,2,24 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,22 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D881,2,17 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,20 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D882,2,15 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,10 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D883,4,14 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,16 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,12 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D884,3,7 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,8 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,10 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D885,2,30 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D886,2,4 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,26 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D887,2,3 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,34 JOY STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D888,3,34 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6736 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,44 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D889,3,6735 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,32 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,42 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D890,3,38 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6737 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,43 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D891,3,40 SIYABONGA STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6740 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,41 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D892,3,46 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6742 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,45 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D895,4,51 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,55 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,53 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D896,2,57 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,56 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D897,2,63 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,64 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D898,3,6748 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,61 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,59 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D899,3,66 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,68 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,65 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D900,3,6783 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,68 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,74 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D901,4,6754 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,69 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,71 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D902,2,75 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,76 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D903,2,78 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6758 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,,Verify correct location
LAW.P.D904,5,84 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,80 MOLAO STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6778 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D905,4,81 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,6761 LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,83 THABANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800008 JHB,Verify correct location
LAW.P.D907,3,91 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,93 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,61 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D908,2,40 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,61 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D910,2,65 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D911,2,46 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D912,2,48 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,98 LEBONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D913,3,54 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,73 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D914,2,54 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D915,2,51 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,49 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D916,2,49 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D917,3,51 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,12 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D922,2,6 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 ZEBRA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D923,2,4 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 ZEBRA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D925,3,77 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,75 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D928,4,81 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,127 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D929,3,127 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,81 MAKWARELA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,129 KUNENE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D932,2,74 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,76 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D933,2,74 SIPHIWE CRESCENT LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D934,2,36 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D935,2,27 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D936,2,40 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,25 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.D937,3,44 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.D938,4,19 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 LECTERN STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 PAGODA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
